Date,Close
10/26/2020 16:00:00,80.01
10/27/2020 16:00:00,80.62
10/28/2020 16:00:00,78.15
10/29/2020 16:00:00,78.08
10/30/2020 16:00:00,77.57
11/2/2020 16:00:00,78.67
11/3/2020 16:00:00,77.26
11/4/2020 16:00:00,75.67
11/5/2020 16:00:00,77.76
11/6/2020 16:00:00,78.93
11/9/2020 16:00:00,80.97
11/10/2020 16:00:00,81.55
11/11/2020 16:00:00,80.93
11/12/2020 16:00:00,81.66
11/13/2020 16:00:00,82.36
11/16/2020 16:00:00,80.98
11/17/2020 16:00:00,80.78
11/18/2020 16:00:00,80.42
11/19/2020 16:00:00,78.88
11/20/2020 16:00:00,77.02
11/23/2020 16:00:00,75.77
11/24/2020 16:00:00,76.03
11/25/2020 16:00:00,75.39
11/27/2020 13:00:00,75.97
11/30/2020 16:00:00,76.07
12/1/2020 16:00:00,75.51
12/2/2020 16:00:00,76.35
12/3/2020 16:00:00,76.32
12/4/2020 16:00:00,78
12/7/2020 16:00:00,77.77
12/8/2020 16:00:00,77.93
12/9/2020 16:00:00,79.3
12/10/2020 16:00:00,79.16
12/11/2020 16:00:00,79.34
12/14/2020 16:00:00,78.83
12/15/2020 16:00:00,79.62
12/16/2020 16:00:00,80
12/17/2020 16:00:00,81.04
12/18/2020 16:00:00,80.86
12/21/2020 16:00:00,79.05
12/22/2020 16:00:00,78.66
12/23/2020 16:00:00,78.75
12/24/2020 13:00:00,79.59
12/28/2020 16:00:00,79.26
12/29/2020 16:00:00,80
12/30/2020 16:00:00,79.2
12/31/2020 16:00:00,80.24
1/4/2021 16:00:00,80.12
1/5/2021 16:00:00,81.22
1/6/2021 16:00:00,80.94
1/7/2021 16:00:00,81.49
1/8/2021 16:00:00,81.7
1/11/2021 16:00:00,82.47
1/12/2021 16:00:00,80.56
1/13/2021 16:00:00,82.4
